Line Item Quantity,Line Item Value,Pack Price,Unit Price,LineItemInsurance,Delay,Shipment Mode
46695,360485.4,7.72,0.13,370.58,-28,Air_All
88995,687041.4,7.72,0.13,706.28,-28,Air_All
14329,110619.88,7.72,0.13,130.2,0,Air_All
9800,30576.0,3.12,0.1,35.99,0,Air_All
6724,20978.88,3.12,0.1,24.69,-8,Air_All
1220,6502.6,5.33,0.09,6.68,-46,Air_All
59500,571200.0,9.6,0.32,587.19,-46,Air_All
6312,34716.0,5.5,0.06,40.86,-11,Ground_Sea
500,700.0,1.4,0.01,1.12,0,Air_All
900,63000.0,70.0,1.17,100.8,0,Air_All
840,42000.0,50.0,0.28,67.2,0,Air_All
30000,222000.0,7.4,0.12,355.2,0,Air_All
37300,463266.0,12.42,0.41,741.23,0,Air_All
29287,105433.2,3.6,0.06,124.09,-26,Ground_Sea
55990,97422.6,1.74,0.03,100.15,-31,Ground_Sea
4000,7960.0,1.99,0.03,8.18,-14,Ground_Sea
15000,82500.0,5.5,0.06,84.81,-14,Ground_Sea
2016,5019.84,2.49,0.04,5.16,-14,Ground_Sea
22,162.8,7.4,0.12,0.26,0,Air_All
600,2130.0,3.55,0.12,2.51,-21,Ground_Sea
46752,168307.2,3.6,0.06,198.1,0,Ground_Sea
1062,2124.0,2.0,0.07,3.4,0,Air_All
793,4226.69,5.33,0.09,4.35,-15,Air_All
35,217.0,6.2,0.03,0.35,59,Air_All
1246,9345.0,7.5,0.12,14.95,59,Air_All
120742,554205.78,4.59,0.15,652.3,-32,Ground_Sea
8193,15730.56,1.92,0.03,18.51,-32,Ground_Sea
79258,172782.44,2.18,0.04,203.36,-32,Ground_Sea
2,6.24,3.12,0.1,0.01,-32,Ground_Sea
29998,93593.76,3.12,0.1,110.16,-32,Ground_Sea
164,314.88,1.92,0.03,0.37,-69,Air_All
820,4173.8,5.09,0.08,4.91,-22,Air_All
110,212.3,1.93,0.01,0.25,31,Air_All
490,955.5,1.95,0.03,1.12,31,Air_All
91500,706380.0,7.72,0.13,726.16,-41,Air_All
1008,7781.76,7.72,0.13,9.16,-65,Air_All
282,549.9,1.95,0.03,0.65,-65,Air_All
59014,455588.08,7.72,0.13,468.34,10,Air_All
24174,123045.66,5.09,0.08,126.49,-7,Ground_Sea
986,81049.2,82.2,0.68,129.68,119,Air_All
6180,24411.0,3.95,0.07,25.09,-14,Ground_Sea
71600,156088.0,2.18,0.04,160.46,26,Ground_Sea
24871,37555.21,1.51,0.01,44.2,-81,Ground_Sea
273,982.8,3.6,0.06,1.01,-4,Ground_Sea
5000,160000.0,32.0,1.6,256.0,0,Air_All
13653,62667.27,4.59,0.15,64.42,-7,Ground_Sea
1820,12430.6,6.83,0.03,12.78,-7,Ground_Sea
320,6048.0,18.9,0.16,7.12,1,Air_All
325,646.75,1.99,0.03,0.76,1,Air_All
38151,83169.18,2.18,0.04,85.5,-8,Ground_Sea
27104,59086.72,2.18,0.04,60.74,-8,Ground_Sea
5280,59294.4,11.23,0.19,60.95,14,Ground_Sea
74346,725616.96,9.76,0.33,745.93,-117,Ground_Sea
65000,208650.0,3.21,0.11,214.49,-40,Ground_Sea
1,7.72,7.72,0.13,0.01,-16,Air_All
24000,185280.0,7.72,0.13,190.47,-16,Air_All
1200,14904.0,12.42,0.41,23.85,0,Air_All
1296,6596.64,5.09,0.08,6.78,10,Ground_Sea
1846,12183.6,6.6,0.11,12.52,20,Ground_Sea
43334,291637.82,6.73,0.11,299.8,4,Ground_Sea
2368,9685.12,4.09,0.07,9.96,-23,Ground_Sea
3663,69230.7,18.9,0.16,71.17,-23,Ground_Sea
7500,24075.0,3.21,0.11,24.75,-23,Ground_Sea
3238,16481.42,5.09,0.08,16.94,-21,Ground_Sea
380,1436.4,3.78,0.13,1.48,27,Ground_Sea
13642,264381.96,19.38,0.16,271.78,27,Ground_Sea
22500,72225.0,3.21,0.11,74.25,-29,Ground_Sea
49941,110369.61,2.21,0.04,113.46,-33,Ground_Sea
21739,48043.19,2.21,0.04,49.39,-33,Ground_Sea
459,913.41,1.99,0.03,0.94,-62,Ground_Sea
15000,111000.0,7.4,0.12,177.6,0,Air_All
100000,811000.0,8.11,0.14,833.71,-31,Air_All
2660,8352.4,3.14,0.1,8.59,19,Air_All
800,1592.0,1.99,0.03,1.64,19,Air_All
714,1499.4,2.1,0.01,1.54,19,Air_All
5850,22113.0,3.78,0.13,22.73,19,Air_All
1976,3438.24,1.74,0.03,3.53,19,Air_All
75013,768883.25,10.25,0.34,790.41,-93,Ground_Sea
6,0.0,0.0,0.0,0.0,-93,Ground_Sea
37963,136666.8,3.6,0.06,140.49,-15,Ground_Sea
20673,95922.72,4.64,0.15,98.61,-30,Ground_Sea
965,3474.0,3.6,0.06,3.57,0,Air_All
1400,7616.0,5.44,0.09,7.83,0,Air_All
590,890.9,1.51,0.01,0.92,0,Air_All
5850,12753.0,2.18,0.04,13.11,0,Air_All
80,302.4,3.78,0.13,0.31,-64,Ground_Sea
220,831.6,3.78,0.13,0.85,-64,Ground_Sea
7977,90618.72,11.36,0.19,93.16,-1,Ground_Sea
110000,908600.0,8.26,0.14,934.04,-1,Ground_Sea
1000,5440.0,5.44,0.09,5.59,1,Air_All
710,6624.3,9.33,0.1,6.81,-3,Air_All
29369,94274.49,3.21,0.11,96.91,-15,Ground_Sea
13337,86957.24,6.52,0.11,89.39,-15,Ground_Sea
4488,14406.48,3.21,0.11,14.81,249,Air_All
2199,10203.36,4.64,0.15,10.49,30,Ground_Sea
3485,22722.2,6.52,0.11,23.36,8,Air_All
35000,228200.0,6.52,0.11,234.59,167,Ground_Sea
36000,388080.0,10.78,0.36,398.95,-62,Ground_Sea
8283,26588.43,3.21,0.11,27.33,-62,Ground_Sea
1040,3338.4,3.21,0.11,3.43,-62,Ground_Sea
18886,203591.08,10.78,0.36,209.29,-62,Ground_Sea
85490,693323.9,8.11,0.14,712.74,27,Ground_Sea
90000,729900.0,8.11,0.14,750.34,27,Ground_Sea
103410,838655.1,8.11,0.14,862.14,59,Ground_Sea
6600,21186.0,3.21,0.11,21.78,60,Ground_Sea
77000,247170.0,3.21,0.11,254.09,60,Ground_Sea
114324,927167.64,8.11,0.14,953.13,59,Ground_Sea
90,128.7,1.43,0.01,0.13,-62,Air_All
791,4303.04,5.44,0.09,4.42,-62,Air_All
320,556.8,1.74,0.03,0.57,-62,Air_All
980,1705.2,1.74,0.03,1.75,42,Air_All
710,6603.0,9.3,0.1,6.79,42,Air_All
2825,10537.25,3.73,0.06,10.83,42,Air_All
2955,9485.55,3.21,0.11,9.75,42,Air_All
2829,15389.76,5.44,0.09,15.82,42,Air_All
3300,35574.0,10.78,0.36,36.57,42,Air_All
1016,9448.8,9.3,0.1,9.71,235,Air_All
3274,18432.62,5.63,0.09,18.95,235,Air_All
2725,5940.5,2.18,0.04,6.11,34,Air_All
35822,677035.8,18.9,0.16,695.99,6,Ground_Sea
5232,13027.68,2.49,0.04,13.39,68,Ground_Sea
90472,589877.44,6.52,0.11,606.39,68,Ground_Sea
42000,340620.0,8.11,0.14,350.16,-4,Ground_Sea
43715,202400.45,4.63,0.15,208.07,-93,Ground_Sea
120000,261600.0,2.18,0.04,268.92,-93,Ground_Sea
68113,148486.34,2.18,0.04,152.64,-93,Ground_Sea
48253,105191.54,2.18,0.04,108.14,-93,Ground_Sea
75701,350495.63,4.63,0.15,360.31,-93,Ground_Sea
7130,38787.2,5.44,0.09,39.87,51,Ground_Sea
2238,12846.12,5.74,0.19,13.21,-32,Air_All
57870,314812.8,5.44,0.09,323.63,0,Ground_Sea
7354,34122.56,4.64,0.15,35.08,-133,Air_All
34000,221680.0,6.52,0.11,227.89,-10,Air_All
88809,200708.34,2.26,0.04,206.33,-6,Ground_Sea
51747,116948.22,2.26,0.04,120.22,-19,Ground_Sea
43293,56280.9,1.3,0.01,69.62,56,Air_All
28464,37003.2,1.3,0.01,45.77,56,Air_All
30000,96300.0,3.21,0.11,99.0,-6,Ground_Sea
45696,74484.48,1.63,0.01,76.57,-6,Ground_Sea
573,1839.33,3.21,0.11,2.28,-12,Air_All
574,998.76,1.74,0.03,1.03,-27,Air_All
52898,429002.78,8.11,0.14,441.01,0,Ground_Sea
30,243.3,8.11,0.14,0.25,0,Ground_Sea
222,1665.0,7.5,0.12,2.66,0,Air_All
1132,8716.4,7.7,0.13,13.95,0,Air_All
1653,6529.35,3.95,0.02,10.45,0,Air_All
614,2032.34,3.31,0.06,3.25,0,Air_All
600,2142.0,3.57,0.06,3.43,0,Air_All
390,1010.1,2.59,0.01,1.62,0,Air_All
229,2445.72,10.68,0.18,3.91,0,Air_All
1622,10056.4,6.2,0.03,16.09,0,Air_All
11820,44325.0,3.75,0.06,45.57,-52,Air_All
1152,9342.72,8.11,0.14,9.6,26,Air_All
450,994.5,2.21,0.04,1.02,26,Air_All
66407,715867.46,10.78,0.36,885.53,0,Ground_Sea
2000,2600.0,1.3,0.01,2.67,-108,Air_All
100000,811000.0,8.11,0.14,833.71,-24,Ground_Sea
123856,574691.84,4.64,0.15,590.78,-17,Ground_Sea
63000,209790.0,3.33,0.11,215.66,10,Ground_Sea
2100,4746.0,2.26,0.04,4.88,10,Ground_Sea
10040,189756.0,18.9,0.16,195.07,89,Ground_Sea
100000,811000.0,8.11,0.14,833.71,89,Ground_Sea
640,2419.2,3.78,0.13,2.49,89,Ground_Sea
176,369.6,2.1,0.01,0.38,-77,Air_All
74,688.2,9.3,0.1,0.71,-77,Air_All
210,468.3,2.23,0.04,0.48,-77,Air_All
144,205.92,1.43,0.01,0.21,-77,Air_All
70,795.2,11.36,0.19,0.82,-77,Air_All
152,282.72,1.86,0.01,0.29,-77,Air_All
1717,21325.14,12.42,0.41,34.12,178,Air_All
34224,160852.8,4.7,0.16,165.36,-88,Air_All
3757,25284.61,6.73,0.11,25.99,-2,Ground_Sea
50000,413000.0,8.26,0.14,424.56,-2,Ground_Sea
25000,83250.0,3.33,0.11,85.58,-6,Air_All
188,374.12,1.99,0.03,0.38,3,Air_All
190,399.0,2.1,0.01,0.41,3,Air_All
48,446.4,9.3,0.1,0.46,3,Air_All
803,5018.75,6.25,0.1,5.16,3,Air_All
1484,31164.0,21.0,0.18,32.04,3,Air_All
507,10175.49,20.07,0.17,10.46,-10,Air_All
1702,11454.46,6.73,0.11,11.78,-10,Air_All
54997,454275.22,8.26,0.14,466.99,-1,Ground_Sea
4629,51613.35,11.15,0.37,53.06,-1,Ground_Sea
43000,143190.0,3.33,0.11,147.2,-1,Ground_Sea
4584,8526.24,1.86,0.01,8.76,-1,Ground_Sea
68517,322029.9,4.7,0.16,398.35,5,Ground_Sea
49998,412983.48,8.26,0.14,510.86,5,Ground_Sea
36406,171108.2,4.7,0.16,211.66,5,Ground_Sea
24996,83236.68,3.33,0.11,85.57,-6,Ground_Sea
10000,22300.0,2.23,0.04,27.59,0,Ground_Sea
1850,6937.5,3.75,0.06,7.13,-11,Air_All
510,4743.0,9.3,0.1,4.88,-11,Air_All
440,818.4,1.86,0.01,0.84,-11,Air_All
630,1171.8,1.86,0.01,1.2,-11,Air_All
960,2140.8,2.23,0.04,2.2,-11,Air_All
4290,46632.3,10.87,0.36,47.94,-11,Air_All
2827,9413.91,3.33,0.11,9.68,-11,Air_All
2100,4746.0,2.26,0.04,4.88,-18,Ground_Sea
1330,3005.8,2.26,0.04,3.09,-18,Ground_Sea
1638,7698.6,4.7,0.16,7.91,-18,Ground_Sea
12160,52531.2,4.32,0.07,64.98,-3,Ground_Sea
25000,168250.0,6.73,0.11,208.13,89,Ground_Sea
77999,644271.74,8.26,0.14,796.96,-18,Air_All
83300,688058.0,8.26,0.14,851.13,-18,Air_All
37240,275576.0,7.4,0.12,440.92,0,Ground_Sea
1600,3200.0,2.0,0.07,5.12,0,Ground_Sea
11022,125209.92,11.36,0.19,154.88,19,Ground_Sea
13171,17122.3,1.3,0.01,21.18,19,Ground_Sea
47205,203925.6,4.32,0.07,252.26,20,Ground_Sea
9458,37832.0,4.0,0.07,46.8,19,Ground_Sea
26540,219220.4,8.26,0.14,271.18,3,Ground_Sea
66,613.8,9.3,0.1,0.63,20,Air_All
2100,6993.0,3.33,0.11,7.19,20,Air_All
3746,30941.96,8.26,0.14,31.81,20,Air_All
66054,736502.1,11.15,0.37,911.05,10,Ground_Sea
34552,232534.96,6.73,0.11,287.65,10,Ground_Sea
3879,16679.7,4.3,0.07,20.63,35,Ground_Sea
5687,52889.1,9.3,0.1,65.42,56,Ground_Sea
9301,21392.3,2.3,0.04,26.46,56,Ground_Sea
7894,33944.2,4.3,0.07,41.99,56,Ground_Sea
194,1650.94,8.51,0.04,2.04,-18,Ground_Sea
88500,344265.0,3.89,0.06,425.86,-18,Ground_Sea
5531,61670.65,11.15,0.37,76.29,-11,Ground_Sea
70000,140000.0,2.0,0.07,224.0,148,Air_All
50000,166500.0,3.33,0.11,205.96,-1,Ground_Sea
961,8245.38,8.58,0.14,10.2,8,Air_All
12960,262051.2,20.22,0.17,324.16,62,Ground_Sea
13290,74158.2,5.58,0.09,91.73,62,Ground_Sea
394,732.84,1.86,0.01,0.91,-29,Air_All
161,359.03,2.23,0.04,0.44,-29,Air_All
96,892.8,9.3,0.1,1.1,-29,Air_All
225,472.5,2.1,0.01,0.58,-29,Air_All
1490,30127.8,20.22,0.17,37.27,-29,Air_All
67,767.82,11.46,0.19,0.95,-29,Air_All
20124,45480.24,2.26,0.04,56.26,-39,Ground_Sea
6816,58004.16,8.51,0.04,71.75,-39,Ground_Sea
80000,184800.0,2.31,0.04,228.6,-5,Ground_Sea
83551,401880.31,4.81,0.16,497.13,-5,Ground_Sea
49,416.99,8.51,0.04,0.52,-31,Air_All
135,195.75,1.45,0.01,0.24,-31,Air_All
59498,134465.48,2.26,0.04,166.33,-10,Ground_Sea
72518,163890.68,2.26,0.04,202.73,-10,Ground_Sea
45711,924276.42,20.22,0.17,1143.33,0,Ground_Sea
8035,74725.5,9.3,0.1,92.44,-16,Ground_Sea
27,567.0,21.0,0.18,0.7,7,Air_All
687,1552.62,2.26,0.04,1.92,7,Air_All
32000,106560.0,3.33,0.11,131.81,-1,Ground_Sea
510,2397.0,4.7,0.16,2.97,88,Air_All
75000,643500.0,8.58,0.14,796.01,-17,Air_All
80000,180800.0,2.26,0.04,223.65,0,Ground_Sea
9984,22563.84,2.26,0.04,27.91,0,Ground_Sea
41083,136806.39,3.33,0.11,169.23,-19,Air_All
6617,13167.83,1.99,0.03,16.29,-19,Air_All
14988,314748.0,21.0,0.18,389.34,-19,Air_All
21410,133812.5,6.25,0.1,165.53,-38,Ground_Sea
288,650.88,2.26,0.04,0.81,-13,Air_All
56540,73502.0,1.3,0.01,90.92,4,Ground_Sea
21984,159823.68,7.27,0.12,197.7,13,Ground_Sea
131520,303811.2,2.31,0.04,375.81,9,Ground_Sea
1344,11101.44,8.26,0.14,13.73,239,Air_All
160,336.0,2.1,0.01,0.42,4,Air_All
1634,33039.48,20.22,0.17,40.87,4,Air_All
3908,44785.68,11.46,0.19,55.4,-13,Ground_Sea
80000,686400.0,8.58,0.14,849.08,-6,Air_All
70643,235241.19,3.33,0.11,290.99,0,Ground_Sea
87707,378894.24,4.32,0.07,468.69,0,Ground_Sea
14404,56031.56,3.89,0.06,69.31,0,Ground_Sea
926,1759.4,1.9,0.03,2.18,-24,Ground_Sea
39180,88546.8,2.26,0.04,109.53,0,Ground_Sea
2880,33004.8,11.46,0.19,40.83,-54,Ground_Sea
19086,112034.82,5.87,0.2,138.59,-35,Ground_Sea
3342,38299.32,11.46,0.19,47.38,-35,Ground_Sea
2000,4520.0,2.26,0.04,5.59,0,Ground_Sea
4969,23354.3,4.7,0.16,28.89,0,Ground_Sea
38016,276376.32,7.27,0.12,341.88,0,Ground_Sea
13100,61570.0,4.7,0.08,76.16,0,Ground_Sea
14010,120205.8,8.58,0.14,148.69,205,Air_All
312,2277.6,7.3,0.08,2.82,164,Air_All
1413,3193.38,2.26,0.04,3.95,164,Air_All
502,1054.2,2.1,0.01,1.3,164,Air_All
7404,77890.08,10.52,0.35,96.35,165,Air_All
238,792.54,3.33,0.11,0.98,165,Air_All
373,742.27,1.99,0.03,0.92,165,Air_All
761,1719.86,2.26,0.04,2.13,165,Air_All
12022,243084.84,20.22,0.17,300.7,15,Air_All
100000,858000.0,8.58,0.14,1061.35,15,Air_All
7363,24518.79,3.33,0.11,30.33,15,Air_All
65615,308390.5,4.7,0.16,381.48,0,Air_All
19697,137879.0,7.0,0.12,170.56,0,Air_All
48,225.6,4.7,0.16,0.28,-18,Air_All
240,1744.8,7.27,0.12,2.16,0,Ground_Sea
5410,70113.6,12.96,0.22,86.73,51,Ground_Sea
8040,56280.0,7.0,0.12,69.62,2,Air_All
96480,321278.4,3.33,0.11,397.42,73,Air_All
7619,53333.0,7.0,0.12,65.97,73,Air_All
44017,363580.42,8.26,0.14,449.75,26,Ground_Sea
1480,3108.0,2.1,0.01,3.84,-15,Air_All
10227,23113.02,2.26,0.04,28.59,6,Ground_Sea
98203,221938.78,2.26,0.04,274.54,6,Ground_Sea
131520,618144.0,4.7,0.16,764.64,6,Ground_Sea
5800,27260.0,4.7,0.16,33.72,-8,Air_All
70000,600600.0,8.58,0.14,742.94,9,Air_All
45000,473400.0,10.52,0.35,585.6,9,Air_All
33000,109890.0,3.33,0.11,135.93,9,Air_All
63610,211821.3,3.33,0.11,262.02,53,Air_All
1428,4755.24,3.33,0.11,5.88,53,Air_All
60000,199800.0,3.33,0.11,247.15,53,Air_All
19000,413820.0,21.78,0.18,511.9,-3,Air_All
30000,91200.0,3.04,0.05,145.92,0,Air_All
87384,611688.0,7.0,0.12,857.59,-21,Ground_Sea
92492,647444.0,7.0,0.12,907.72,-21,Ground_Sea
12873,90111.0,7.0,0.12,126.34,-21,Ground_Sea
47091,156813.03,3.33,0.11,193.98,34,Air_All
120000,399600.0,3.33,0.11,494.31,34,Air_All
41222,288554.0,7.0,0.12,356.94,-11,Air_All
54005,378035.0,7.0,0.12,467.63,-11,Air_All
12106,52055.8,4.3,0.07,64.39,-101,Ground_Sea
18547,129829.0,7.0,0.12,160.6,-21,Ground_Sea
3173,22211.0,7.0,0.12,27.48,-21,Ground_Sea
14344,32417.44,2.26,0.04,40.1,-15,Air_All
13150,27615.0,2.1,0.01,34.16,5,Ground_Sea
131520,297235.2,2.26,0.04,367.68,-31,Ground_Sea
91000,205660.0,2.26,0.04,254.4,-37,Ground_Sea
2014,9465.8,4.7,0.16,11.71,-37,Ground_Sea
100000,470000.0,4.7,0.16,581.39,-37,Ground_Sea
3746,32140.68,8.58,0.14,39.76,-6,Air_All
378,854.28,2.26,0.04,1.06,-6,Air_All
1278,13444.56,10.52,0.35,16.63,-6,Air_All
507,12553.32,24.76,0.21,15.53,-6,Air_All
2100,6993.0,3.33,0.11,8.65,-6,Air_All
1702,12373.54,7.27,0.12,15.31,-6,Air_All
24912,82956.96,3.33,0.11,102.62,-29,Ground_Sea
68736,589754.88,8.58,0.14,729.53,-29,Ground_Sea
1613,7581.1,4.7,0.16,9.38,-30,Air_All
32298,72993.48,2.26,0.04,90.29,-30,Air_All
2940,21373.8,7.27,0.12,26.44,-8,Air_All
450,1017.0,2.26,0.04,1.26,-8,Air_All
8250,38775.0,4.7,0.16,47.96,27,Air_All
20537,124659.59,6.07,0.2,154.2,-46,Air_All
2151,14067.54,6.54,0.11,17.4,14,Ground_Sea
567,3708.18,6.54,0.11,4.59,14,Ground_Sea
660,4798.2,7.27,0.12,5.94,14,Ground_Sea
184,1203.36,6.54,0.11,1.49,14,Ground_Sea
8807,22898.2,2.6,0.04,28.33,88,Air_All
13603,28566.3,2.1,0.01,35.34,205,Ground_Sea
25400,217932.0,8.58,0.14,269.58,205,Ground_Sea
11606,26693.8,2.3,0.04,33.02,-17,Ground_Sea
583,1136.85,1.95,0.01,1.41,1,Air_All
397,833.7,2.1,0.01,1.03,1,Air_All
552,1021.2,1.85,0.01,1.26,94,Air_All
73271,628665.18,8.58,0.14,881.39,9,Ground_Sea
86515,195523.9,2.26,0.04,241.86,-22,Ground_Sea
66,481.8,7.3,0.08,0.6,6,Air_All
1276,2883.76,2.26,0.04,3.57,0,Air_All
7680,36096.0,4.7,0.16,50.61,-110,Ground_Sea
487,3540.49,7.27,0.12,4.38,-34,Air_All
225,416.25,1.85,0.01,0.51,-34,Ground_Sea
529,1052.71,1.99,0.03,1.3,-34,Ground_Sea
30000,67800.0,2.26,0.04,95.06,-23,Ground_Sea
29131,65836.06,2.26,0.04,92.3,-23,Ground_Sea
619,1423.7,2.3,0.04,1.76,-40,Air_All
3024,6834.24,2.26,0.04,8.45,-46,Air_All
7875,17797.5,2.26,0.04,22.02,-180,Air_All
143,5485.48,38.36,0.11,8.78,0,Air_All
17191,300842.5,17.5,0.29,481.35,0,Air_All
271,4593.45,16.95,0.19,7.35,0,Air_All
9838,172165.0,17.5,0.29,275.46,0,Air_All
2414,8255.88,3.42,0.11,13.21,0,Air_All
530,37100.0,70.0,1.17,59.36,0,Air_All
960,34080.0,35.5,0.59,54.53,0,Air_All
740,36496.8,49.32,0.27,58.39,0,Air_All
521,39747.09,76.29,0.28,63.6,0,Air_All
3318,56406.0,17.0,0.57,90.25,0,Air_All
2698,110887.8,41.1,0.34,177.42,0,Air_All
25913,434042.75,16.75,0.56,694.47,0,Air_All
2744,6695.36,2.44,0.01,10.71,0,Air_All
2185,8630.75,3.95,0.02,13.81,0,Air_All
2933,49127.75,16.75,0.56,78.6,0,Air_All
59,1241.95,21.05,0.09,1.99,0,Air_All
257,1876.1,7.3,0.08,2.32,-28,Air_All
4800,34896.0,7.27,0.12,43.17,-17,Ground_Sea
28220,64906.0,2.3,0.04,91.0,-17,Ground_Sea
48960,163036.8,3.33,0.11,228.58,0,Ground_Sea
3600,26172.0,7.27,0.12,36.69,0,Ground_Sea
60096,135816.96,2.26,0.04,190.42,0,Ground_Sea
20519,96439.3,4.7,0.16,135.21,0,Ground_Sea
42805,311192.35,7.27,0.12,436.29,-22,Air_All
50000,363500.0,7.27,0.12,509.63,-22,Air_All
99999,225997.74,2.26,0.04,316.85,-22,Air_All
52546,318954.22,6.07,0.2,447.17,-18,Air_All
32298,151800.6,4.7,0.16,187.78,-28,Air_All
7253,62230.74,8.58,0.14,87.25,-11,Air_All
1296,2928.96,2.26,0.04,3.62,143,Air_All
990,8494.2,8.58,0.14,10.51,143,Air_All
54,248.4,4.6,0.08,0.31,143,Air_All
228,1664.4,7.3,0.08,2.06,143,Air_All
738,1549.8,2.1,0.01,1.92,143,Air_All
42,462.0,11.0,0.37,0.57,143,Air_All
39072,335237.76,8.58,0.14,414.69,-174,Air_All
1716,3346.2,1.95,0.01,4.14,-174,Air_All
216,285.12,1.32,0.02,0.35,-174,Air_All
1980,3940.2,1.99,0.03,4.87,-174,Air_All
7392,16705.92,2.26,0.04,20.67,-174,Air_All
2000,14600.0,7.3,0.08,18.06,-174,Air_All
330,412.5,1.25,0.01,0.51,-174,Air_All
2610,33825.6,12.96,0.22,41.84,-174,Air_All
1951,4097.1,2.1,0.01,5.07,-174,Air_All
270,1269.0,4.7,0.08,1.57,-244,Air_All
562,1292.6,2.3,0.04,1.6,-244,Air_All
1820,4204.2,2.31,0.04,5.2,77,Ground_Sea
1458,2901.42,1.99,0.03,3.59,77,Ground_Sea
12440,308014.4,24.76,0.21,381.01,-2,Air_All
9354,33300.24,3.56,0.12,41.19,-2,Air_All
13620,65512.2,4.81,0.16,91.85,-240,Air_All
107500,248325.0,2.31,0.04,348.15,-264,Air_All
8326,53119.88,6.38,0.21,74.47,-264,Air_All
636,2264.16,3.56,0.12,3.17,-264,Ground_Sea
3600,26172.0,7.27,0.12,36.69,-264,Ground_Sea
119481,574703.61,4.81,0.16,805.73,-264,Ground_Sea
131487,318198.54,2.42,0.04,446.11,-264,Ground_Sea
2250,15210.0,6.76,0.11,18.81,3,Air_All
568,2022.08,3.56,0.12,2.5,-59,Air_All
159,3936.84,24.76,0.21,4.87,-59,Air_All
123,244.77,1.99,0.03,0.3,-59,Air_All
7003,13655.85,1.95,0.01,16.89,-59,Air_All
170,392.7,2.31,0.04,0.49,-59,Air_All
24391,218787.27,8.97,0.15,270.64,-59,Air_All
897,4314.57,4.81,0.16,5.34,-59,Air_All
1000,1520.0,1.52,0.03,2.43,0,Air_All
252,897.12,3.56,0.12,1.26,-8,Ground_Sea
699,1691.58,2.42,0.04,2.37,1,Air_All
69691,373543.76,5.36,0.18,523.71,-116,Air_All
1525,7335.25,4.81,0.16,10.28,0,Air_All
3235,31120.7,9.62,0.16,43.63,0,Air_All
1470,11348.4,7.72,0.13,15.91,30,Air_All
4290,10381.8,2.42,0.04,14.56,30,Air_All
728,1761.76,2.42,0.04,2.47,236,Air_All
35011,84726.62,2.42,0.04,118.79,236,Air_All
15594,83583.84,5.36,0.18,117.18,4,Air_All
9215,17508.5,1.9,0.03,24.55,-3,Ground_Sea
44665,344813.8,7.72,0.13,483.43,-10,Ground_Sea
1980,25660.8,12.96,0.22,31.74,247,Air_All
22783,122116.88,5.36,0.18,171.21,38,Ground_Sea
19733,54463.08,2.76,0.05,76.36,0,Ground_Sea
2267,6256.92,2.76,0.05,8.77,0,Ground_Sea
510,1234.2,2.42,0.04,1.73,139,Air_All
1975,4542.5,2.3,0.04,6.37,-24,Ground_Sea
14798,63631.4,4.3,0.07,89.21,-24,Ground_Sea
18486,99084.96,5.36,0.18,138.92,98,Air_All
71406,259917.84,3.64,0.12,364.4,-7,Air_All
21514,115315.04,5.36,0.18,161.67,-7,Air_All
28057,216600.04,7.72,0.13,303.67,-7,Air_All
88208,213463.36,2.42,0.04,299.28,-7,Air_All
45531,111095.64,2.44,0.04,155.76,-12,Ground_Sea
13499,58045.7,4.3,0.07,81.38,-30,Ground_Sea
3540,27328.8,7.72,0.13,38.31,-3,Air_All
270,599.4,2.22,0.04,0.84,0,Air_All
100000,242000.0,2.42,0.04,339.28,-5,Ground_Sea
49999,490490.19,9.81,0.16,687.67,-20,Ground_Sea
263,636.46,2.42,0.04,0.89,-21,Ground_Sea
8586,19060.92,2.22,0.04,26.72,-21,Ground_Sea
11492,63665.68,5.54,0.18,89.26,-1,Air_All
9360,63273.6,6.76,0.11,88.71,-23,Air_All
300,726.0,2.42,0.04,1.02,-15,Air_All
10078,24590.32,2.44,0.04,34.48,-15,Air_All
17124,66954.84,3.91,0.13,93.87,-18,Ground_Sea
41926,102299.44,2.44,0.04,143.42,-18,Ground_Sea
27633,186799.08,6.76,0.11,308.22,-10,Ground_Sea
30348,74049.12,2.44,0.04,103.82,0,Air_All
24799,132922.64,5.36,0.18,186.36,-17,Air_All
140,5370.4,38.36,0.11,8.59,0,Air_All
7750,30612.5,3.95,0.02,48.98,0,Air_All
1020,21930.0,21.5,0.09,35.09,0,Air_All
86761,209961.62,2.42,0.04,294.37,-18,Air_All
6369,43054.44,6.76,0.11,60.36,0,Air_All
6172,12035.4,1.95,0.01,16.87,0,Air_All
739,1803.16,2.44,0.04,2.53,0,Air_All
525,2000.25,3.81,0.13,2.8,0,Air_All
458,1016.76,2.22,0.04,1.43,0,Air_All
4027,39504.87,9.81,0.16,55.39,0,Air_All
366,768.6,2.1,0.01,1.08,201,Air_All
1652,11167.52,6.76,0.11,15.66,201,Air_All
288,561.6,1.95,0.01,0.79,201,Air_All
129,1612.5,12.5,0.05,2.26,201,Air_All
7150,21092.5,2.95,0.05,34.8,-69,Ground_Sea
17422,66377.82,3.81,0.13,109.52,-69,Ground_Sea
33201,177957.36,5.36,0.18,293.63,-69,Ground_Sea
10963,26530.46,2.42,0.04,43.78,-69,Ground_Sea
2000,7820.0,3.91,0.13,10.96,-8,Air_All
12616,100928.0,8.0,0.13,141.5,-6,Air_All
